7	58836996	58836996	1	21
7	58836996	58836996	2	20
12	14151983	14151983	1	17
12	14151983	14151983	2	16
12	22466735	22466735	1	8
12	22466735	22466735	2	8
4	140661793	140661793	1	10
4	140661793	140661793	2	10
9	111311706	111311706	1	11
9	111311706	111311706	2	11
3	95173166	95173166	1	10
3	95173166	95173166	2	10
11	75895201	75895201	1	7
11	75895201	75895201	2	7
8	8969146	8969146	1	13
8	8969146	8969146	2	13
8	121117104	121117104	1	10
8	121117104	121117104	2	10
1	63273286	63273286	1	7
1	63273286	63273286	2	7
8	25027972	25027972	1	15
8	25027972	25027972	2	15
7	58837119	58837119	1	13
7	58837119	58837119	2	13
3	95173181	95173181	1	10
3	95173181	95173181	2	10
5	111419488	111419488	1	11
5	111419488	111419488	2	11
5	135022262	135022262	1	9
5	135022262	135022262	2	9
10	120428504	120428504	1	13
10	120428504	120428504	2	13
19	5756875	5756875	1	9
19	5756875	5756875	2	9
6	110645953	110645953	1	5
6	110645953	110645953	2	5
5	131307602	131307602	1	6
5	131307602	131307602	2	6
6	83161434	83161434	1	14
6	83161434	83161434	2	16
5	111419939	111419939	1	14
5	111419939	111419939	2	14
3	95173328	95173328	1	16
3	95173328	95173328	2	16
19	40487657	40487657	1	11
19	40487657	40487657	2	10
15	98780773	98780773	1	16
15	98780773	98780773	2	16
3	29082978	29082978	1	9
3	29082978	29082978	2	10
7	19118279	19118279	1	6
7	19118279	19118279	2	6
9	110873863	110873863	1	8
9	110873863	110873863	2	8
6	90550611	90550611	1	7
6	90550611	90550611	2	7
3	158561376	158561376	1	7
3	158561376	158561376	2	7
15	26308812	26308812	1	9
15	26308812	26308812	2	9
10	79921218	79921218	1	15
10	79921218	79921218	2	15
14	21990803	21990803	1	9
14	21990803	21990803	2	9
12	22906211	22906211	1	15
12	22906211	22906211	2	15
16	18588908	18588908	1	13
16	18588908	18588908	2	13
10	79921819	79921819	1	14
10	79921819	79921819	2	14
4	99656966	99656966	1	15
4	99656966	99656966	2	15
11	61684617	61684617	1	23
11	61684617	61684617	2	23
16	33755524	33755524	1	9
16	33755524	33755524	2	10
12	19954358	19954358	1	3
12	19954358	19954358	2	3
7	115379735	115379735	1	5
7	115379735	115379735	2	6
2	74655649	74655649	1	2
2	74655649	74655649	2	2
11	69965628	69965628	1	16
11	69965628	69965628	2	17
4	105175583	105175583	1	14
4	105175583	105175583	2	14
7	44697263	44697263	1	11
7	44697263	44697263	2	11
4	78212190	78212190	1	5
4	78212190	78212190	2	5
12	14150198	14150198	1	8
12	14150198	14150198	2	8
13	18218741	18218741	1	10
13	18218741	18218741	2	10
8	99416670	99416670	1	7
8	99416670	99416670	2	7
9	111311765	111311765	1	17
9	111311765	111311765	2	17
11	90033352	90033352	1	11
11	90033352	90033352	2	11
11	61684760	61684760	1	15
11	61684760	61684760	2	14
10	80810385	80810385	1	11
10	80810385	80810385	2	11
4	123105473	123105473	1	3
4	123105473	123105473	2	3
8	69882206	69882206	1	23
8	69882206	69882206	2	23
8	69882233	69882233	1	18
8	69882233	69882233	2	18
11	35798308	35798308	1	1
11	35798308	35798308	2	1
8	48555184	48555184	1	10
8	48555184	48555184	2	11
11	69965631	69965631	1	17
11	69965631	69965631	2	17
12	14150167	14150167	1	7
12	14150167	14150167	2	8
8	87472974	87472974	1	3
8	87472974	87472974	2	3
6	88200056	88200056	1	5
6	88200056	88200056	2	5
2	30652644	30652644	1	11
2	30652644	30652644	2	11
12	22466826	22466826	1	10
12	22466826	22466826	2	10
5	69341468	69341468	1	7
5	69341468	69341468	2	7
1	109983116	109983116	1	3
1	109983116	109983116	2	3
15	98780779	98780779	1	16
15	98780779	98780779	2	16
4	140750337	140750337	1	14
4	140750337	140750337	2	14
10	75424632	75424632	1	7
10	75424632	75424632	2	7
19	61225696	61225696	1	1
19	61225696	61225696	2	1
9	45839573	45839573	1	9
9	45839573	45839573	2	9
5	81020087	81020087	1	0
5	81020087	81020087	2	0
18	61036161	61036161	1	3
18	61036161	61036161	2	3
12	84417643	84417643	1	8
12	84417643	84417643	2	8
11	98767348	98767348	1	4
11	98767348	98767348	2	4
12	19882419	19882419	1	3
12	19882419	19882419	2	3
7	28732605	28732605	1	6
7	28732605	28732605	2	5
11	57827286	57827286	1	7
11	57827286	57827286	2	7
3	124320988	124320988	1	14
3	124320988	124320988	2	14
18	58210351	58210351	1	3
18	58210351	58210351	2	3
2	54436805	54436805	1	4
2	54436805	54436805	2	4
4	156234042	156234042	1	25
4	156234042	156234042	2	24
4	83512457	83512457	1	8
4	83512457	83512457	2	7
15	87625501	87625501	1	11
15	87625501	87625501	2	11
17	35425822	35425822	1	27
17	35425822	35425822	2	27
5	89882485	89882485	1	4
5	89882485	89882485	2	4
8	84784807	84784807	1	8
8	84784807	84784807	2	8
16	18588889	18588889	1	14
16	18588889	18588889	2	14
4	114912901	114912901	1	8
4	114912901	114912901	2	8
12	109408943	109408943	1	16
12	109408943	109408943	2	16
8	8969126	8969126	1	12
8	8969126	8969126	2	12
2	133553339	133553339	1	6
2	133553339	133553339	2	6
4	25799668	25799668	1	11
4	25799668	25799668	2	11
5	131538153	131538153	1	1
5	131538153	131538153	2	1
8	120268743	120268743	1	9
8	120268743	120268743	2	9
4	131916023	131916023	1	5
4	131916023	131916023	2	6
12	46819305	46819305	1	4
12	46819305	46819305	2	4
6	94281701	94281701	1	18
6	94281701	94281701	2	18
15	72546959	72546959	1	7
15	72546959	72546959	2	7
2	130638082	130638082	1	5
2	130638082	130638082	2	5
8	84912704	84912704	1	14
8	84912704	84912704	2	14
4	81442919	81442919	1	2
4	81442919	81442919	2	2
17	26439144	26439144	1	7
17	26439144	26439144	2	7
11	83851560	83851560	1	8
11	83851560	83851560	2	8
10	114801481	114801481	1	6
10	114801481	114801481	2	6
8	17535333	17535333	1	4
8	17535333	17535333	2	4
17	36216394	36216394	1	5
17	36216394	36216394	2	5
6	122609544	122609544	1	11
6	122609544	122609544	2	11
18	9214905	9214905	1	14
18	9214905	9214905	2	14
5	131538133	131538133	1	1
5	131538133	131538133	2	1
16	20804402	20804402	1	11
16	20804402	20804402	2	11
9	21037816	21037816	1	4
9	21037816	21037816	2	4
2	133554559	133554559	1	4
2	133554559	133554559	2	4
12	19704276	19704276	1	10
12	19704276	19704276	2	10
2	63184245	63184245	1	9
2	63184245	63184245	2	9
6	83161570	83161570	1	12
6	83161570	83161570	2	11
18	59175739	59175739	1	7
18	59175739	59175739	2	7
3	158561364	158561364	1	7
3	158561364	158561364	2	7
4	147276021	147276021	1	18
4	147276021	147276021	2	18
19	61225630	61225630	1	4
19	61225630	61225630	2	4
17	36216209	36216209	1	18
17	36216209	36216209	2	18
7	27657955	27657955	1	17
7	27657955	27657955	2	17
9	91364483	91364483	1	7
9	91364483	91364483	2	7
2	57111502	57111502	1	12
2	57111502	57111502	2	12
10	70599111	70599111	1	9
10	70599111	70599111	2	9
13	112443509	112443509	1	18
13	112443509	112443509	2	18
10	103028768	103028768	1	5
10	103028768	103028768	2	7
19	5742376	5742376	1	2
19	5742376	5742376	2	2
12	49383670	49383670	1	2
12	49383670	49383670	2	2
2	61815608	61815608	1	6
2	61815608	61815608	2	6
18	22344063	22344063	1	1
18	22344063	22344063	2	1
12	108328044	108328044	1	10
12	108328044	108328044	2	10
19	5751185	5751185	1	16
19	5751185	5751185	2	16
4	134402541	134402541	1	14
4	134402541	134402541	2	14
4	123105471	123105471	1	4
4	123105471	123105471	2	3
1	55363551	55363551	1	3
1	55363551	55363551	2	3
8	48555065	48555065	1	8
8	48555065	48555065	2	8
12	46819179	46819179	1	4
12	46819179	46819179	2	4
10	103029442	103029442	1	8
10	103029442	103029442	2	8
13	41078865	41078865	1	12
13	41078865	41078865	2	12
11	116108298	116108298	1	11
11	116108298	116108298	2	11
1	42697622	42697622	1	8
1	42697622	42697622	2	8
19	37693429	37693429	1	12
19	37693429	37693429	2	12
1	185455219	185455219	1	5
1	185455219	185455219	2	5
3	124321088	124321088	1	17
3	124321088	124321088	2	17
11	61147591	61147591	1	14
11	61147591	61147591	2	14
11	96007033	96007033	1	1
11	96007033	96007033	2	1
8	121117019	121117019	1	11
8	121117019	121117019	2	11
4	46344139	46344139	1	1
4	46344139	46344139	2	1
13	60176260	60176260	1	5
13	60176260	60176260	2	5
13	41220504	41220504	1	4
13	41220504	41220504	2	4
17	62880471	62880471	1	0
17	62880471	62880471	2	0
7	70361446	70361446	1	2
7	70361446	70361446	2	2
1	42491877	42491877	1	10
1	42491877	42491877	2	10
7	133124588	133124588	1	5
7	133124588	133124588	2	7
1	89931154	89931154	1	4
1	89931154	89931154	2	4
3	62340384	62340384	1	9
3	62340384	62340384	2	9
7	99539905	99539905	1	3
7	99539905	99539905	2	3
7	143476101	143476101	1	17
7	143476101	143476101	2	16
18	22343957	22343957	1	9
18	22343957	22343957	2	9
4	76449811	76449811	1	9
4	76449811	76449811	2	9
12	20312159	20312159	1	8
12	20312159	20312159	2	9
7	134225114	134225114	1	10
7	134225114	134225114	2	9
8	92855486	92855486	1	12
8	92855486	92855486	2	12
7	118596514	118596514	1	18
7	118596514	118596514	2	18
15	98895289	98895289	1	22
15	98895289	98895289	2	21
10	109010638	109010638	1	10
10	109010638	109010638	2	9
8	78436416	78436416	1	6
8	78436416	78436416	2	6
16	35156527	35156527	1	2
16	35156527	35156527	2	2
19	6830384	6830384	1	11
19	6830384	6830384	2	11
16	9995609	9995609	1	17
16	9995609	9995609	2	16
1	13126903	13126903	1	12
1	13126903	13126903	2	12
11	96345964	96345964	1	10
11	96345964	96345964	2	10
4	146067697	146067697	1	6
4	146067697	146067697	2	6
17	62880488	62880488	1	2
17	62880488	62880488	2	2
4	148952705	148952705	1	3
4	148952705	148952705	2	3
11	53478875	53478875	1	10
11	53478875	53478875	2	10
7	37624410	37624410	1	5
7	37624410	37624410	2	5
4	43632236	43632236	1	11
4	43632236	43632236	2	10
17	68841158	68841158	1	10
17	68841158	68841158	2	10
11	33203583	33203583	1	9
11	33203583	33203583	2	9
19	27217362	27217362	1	1
19	27217362	27217362	2	1
2	77816438	77816438	1	5
2	77816438	77816438	2	5
5	101765744	101765744	1	6
5	101765744	101765744	2	5
15	95527878	95527878	1	4
15	95527878	95527878	2	4
