7	58836996	58836996	1	16
7	58836996	58836996	2	14
12	14151983	14151983	1	16
12	14151983	14151983	2	16
12	22466735	22466735	1	12
12	22466735	22466735	2	11
4	140661793	140661793	1	9
4	140661793	140661793	2	9
9	111311706	111311706	1	12
9	111311706	111311706	2	12
3	95173166	95173166	1	9
3	95173166	95173166	2	10
11	75895201	75895201	1	21
11	75895201	75895201	2	22
8	8969146	8969146	1	15
8	8969146	8969146	2	15
8	121117104	121117104	1	15
8	121117104	121117104	2	15
1	63273286	63273286	1	8
1	63273286	63273286	2	7
8	25027972	25027972	1	22
8	25027972	25027972	2	22
7	58837119	58837119	1	17
7	58837119	58837119	2	15
3	95173181	95173181	1	10
3	95173181	95173181	2	10
5	111419488	111419488	1	13
5	111419488	111419488	2	12
5	135022262	135022262	1	18
5	135022262	135022262	2	18
10	120428504	120428504	1	15
10	120428504	120428504	2	16
19	5756875	5756875	1	1
19	5756875	5756875	2	1
6	110645953	110645953	1	13
6	110645953	110645953	2	12
5	131307602	131307602	1	14
5	131307602	131307602	2	15
6	83161434	83161434	1	23
6	83161434	83161434	2	23
5	111419939	111419939	1	16
5	111419939	111419939	2	16
3	95173328	95173328	1	14
3	95173328	95173328	2	14
19	40487657	40487657	1	21
19	40487657	40487657	2	21
15	98780773	98780773	1	15
15	98780773	98780773	2	16
3	29082978	29082978	1	17
3	29082978	29082978	2	19
7	19118279	19118279	1	12
7	19118279	19118279	2	12
9	110873863	110873863	1	12
9	110873863	110873863	2	12
6	90550611	90550611	1	8
6	90550611	90550611	2	8
3	158561376	158561376	1	15
3	158561376	158561376	2	15
15	26308812	26308812	1	2
15	26308812	26308812	2	2
10	79921218	79921218	1	18
10	79921218	79921218	2	18
14	21990803	21990803	1	16
14	21990803	21990803	2	14
12	22906211	22906211	1	12
12	22906211	22906211	2	12
16	18588908	18588908	1	20
16	18588908	18588908	2	21
10	79921819	79921819	1	17
10	79921819	79921819	2	17
4	99656966	99656966	1	21
4	99656966	99656966	2	21
11	61684617	61684617	1	8
11	61684617	61684617	2	9
16	33755524	33755524	1	8
16	33755524	33755524	2	8
12	19954358	19954358	1	11
12	19954358	19954358	2	11
7	115379735	115379735	1	17
7	115379735	115379735	2	17
2	74655649	74655649	1	12
2	74655649	74655649	2	12
11	69965628	69965628	1	9
11	69965628	69965628	2	10
4	105175583	105175583	1	12
4	105175583	105175583	2	12
7	44697263	44697263	1	20
7	44697263	44697263	2	18
4	78212190	78212190	1	11
4	78212190	78212190	2	12
12	14150198	14150198	1	10
12	14150198	14150198	2	10
13	18218741	18218741	1	18
13	18218741	18218741	2	17
8	99416670	99416670	1	6
8	99416670	99416670	2	6
9	111311765	111311765	1	13
9	111311765	111311765	2	13
11	90033352	90033352	1	7
11	90033352	90033352	2	7
11	61684760	61684760	1	10
11	61684760	61684760	2	10
10	80810385	80810385	1	9
10	80810385	80810385	2	9
4	123105473	123105473	1	9
4	123105473	123105473	2	9
8	69882206	69882206	1	22
8	69882206	69882206	2	21
8	69882233	69882233	1	23
8	69882233	69882233	2	23
11	35798308	35798308	1	1
11	35798308	35798308	2	1
8	48555184	48555184	1	11
8	48555184	48555184	2	11
11	69965631	69965631	1	10
11	69965631	69965631	2	8
12	14150167	14150167	1	9
12	14150167	14150167	2	9
8	87472974	87472974	1	4
8	87472974	87472974	2	4
6	88200056	88200056	1	9
6	88200056	88200056	2	9
2	30652644	30652644	1	6
2	30652644	30652644	2	6
12	22466826	22466826	1	11
12	22466826	22466826	2	11
5	69341468	69341468	1	12
5	69341468	69341468	2	12
1	109983116	109983116	1	10
1	109983116	109983116	2	10
15	98780779	98780779	1	16
15	98780779	98780779	2	16
4	140750337	140750337	1	14
4	140750337	140750337	2	14
10	75424632	75424632	1	26
10	75424632	75424632	2	26
19	61225696	61225696	1	4
19	61225696	61225696	2	4
9	45839573	45839573	1	14
9	45839573	45839573	2	14
5	81020087	81020087	1	1
5	81020087	81020087	2	1
18	61036161	61036161	1	8
18	61036161	61036161	2	8
12	84417643	84417643	1	20
12	84417643	84417643	2	20
11	98767348	98767348	1	3
11	98767348	98767348	2	3
12	19882419	19882419	1	6
12	19882419	19882419	2	5
7	28732605	28732605	1	20
7	28732605	28732605	2	20
11	57827286	57827286	1	16
11	57827286	57827286	2	15
3	124320988	124320988	1	21
3	124320988	124320988	2	21
18	58210351	58210351	1	4
18	58210351	58210351	2	4
2	54436805	54436805	1	9
2	54436805	54436805	2	9
4	156234042	156234042	1	12
4	156234042	156234042	2	12
4	83512457	83512457	1	25
